;Quận;Phường;Loại hình nhà ở;Giấy tờ pháp lý;Số tầng;Phòng Khách;Car room;Số phòng ngủ;WC;Diện tích; Dài ;    Rộng    ;Giá/m2;;;Quận Ba Đình;;Quận;;;
72934;9;6;3;4;3;1;1;6;2;51;9,27;5,5;201;;;;;;;;
72936;9;3;4;1;5;2;0;3;5;35;8;2,38;47;;;;;;;;
72937;9;9;3;1;5;1;1;9;5;60;13;3,72;59;;;;;;;;
72940;4;1;3;1;2;1;0;3;4;37;14,07;2,52;110;;;;;;;;
5161;8;10;2;1;5;2;1;3;5;30;10;3,7;126;;;;;;;;
72943;4;7;3;1;4;1;0;3;4;34;16,1;3,41;92;;;;;;;;
72946;4;1;3;1;1;1;0;3;1;35;12,28;2,26;101;;;;;;;;
72947;3;7;3;1;5;2;0;4;3;40;8;3,69;165;;;;;;;;
72948;4;7;3;4;5;2;0;5;3;38;6,33;6;86;;;;;;;;
5202;7;16;2;4;5;1;0;6;4;40;8;3,72;77;;;;;;;;
72951;6;11;3;1;4;1;0;3;4;60;13;5;83;;;;;;;;
72952;3;1;3;4;5;2;0;4;4;32;8;2,69;98;;;;;;;;
72957;6;8;3;1;4;1;0;3;2;40;14,38;3,94;60;;;;;;;;
5433;10;15;2;1;5;2;0;3;3;67;55,47;3,32;99;;;;;;;;
5442;10;15;2;1;6;1;1;5;6;60;15;3,29;79;;;;;;;;
72966;9;3;3;4;1;1;0;3;1;35;20,84;2,49;91;;;;;;;;
72967;6;11;3;1;6;1;1;4;5;50;8;6;93;;;;;;;;
72968;1;7;3;1;5;2;0;3;4;27;21,15;3,19;72;;;;;;;;
72971;6;6;3;1;5;1;0;3;5;36;10;3,85;152;;;;;;;;
5584;6;6;2;1;5;2;1;3;4;34;32,86;3,86;138;;;;;;;;
5772;10;8;2;1;5;1;1;5;4;48;47,1;3,15;129;;;;;;;;
72975;8;4;1;1;4;1;1;6;3;268;22,33;12;69;;;;;;;;
72978;5;8;3;4;3;1;0;4;4;33;28,56;3,11;90;;;;;;;;
5844;7;19;2;1;4;1;0;6;3;89;17,8;5;168;;;;;;;;
72980;12;4;3;1;6;1;0;4;4;37;7,4;3,69;148;;;;;;;;
72983;4;9;3;4;1;1;1;1;1;65;39,69;2,36;52;;;;;;;;
72985;1;14;3;4;6;2;0;4;4;27;7;3,74;96;;;;;;;;
72986;4;12;3;1;4;1;0;5;3;41;11;3,11;64;;;;;;;;
72987;11;1;3;4;4;1;1;4;3;57;11,4;5;86;;;;;;;;
72991;10;15;3;1;6;1;0;4;5;30;7;3,66;89;;;;;;;;
72993;8;4;3;1;2;1;0;1;2;35;14,76;3,71;52;;;;;;;;
72994;1;1;3;4;2;1;0;3;2;37;22,84;2,95;75;;;;;;;;
5907;6;12;2;1;8;2;1;5;6;46;28,12;3,14;234;;;;;;;;
72996;10;7;3;1;3;1;0;5;3;60;17;3,16;72;;;;;;;;
72997;5;8;3;1;5;2;0;6;5;40;10;3,02;102;;;;;;;;
72998;6;16;3;1;5;1;0;4;4;26;9,54;2,24;90;;;;;;;;
5960;6;15;2;1;5;1;1;4;3;28;9;2,26;189;;;;;;;;
5996;7;3;2;1;5;2;1;6;5;70;23,36;2,32;107;;;;;;;;
6032;4;12;2;1;5;2;0;4;5;38;9;2,37;105;;;;;;;;
73009;9;5;3;1;3;1;0;6;2;40;11;3,16;142;;;;;;;;
73010;10;5;3;1;1;1;0;1;1;36;4;10;43;;;;;;;;
73011;9;11;3;1;4;1;0;4;3;35;10;3,82;185;;;;;;;;
6152;5;2;2;4;4;1;1;6;4;45;12;3,52;111;;;;;;;;
73015;1;9;3;1;4;1;0;4;2;35;15,06;3,65;85;;;;;;;;
6209;6;17;2;4;4;1;0;6;2;66;16,5;2,59;295;;;;;;;;
73020;5;8;3;1;5;2;1;5;3;50;14;4;104;;;;;;;;
73021;10;5;3;1;4;1;0;4;3;36;25,67;3,87;61;;;;;;;;
73022;6;15;3;1;5;1;0;4;4;45;15,45;2,36;100;;;;;;;;
73026;8;13;3;1;5;1;0;4;5;37;9;2,39;67;;;;;;;;
73027;7;3;3;1;3;1;0;2;3;23;8,44;3,95;86;;;;;;;;
6306;4;8;2;1;3;1;0;4;3;39,4;13,2;3,19;89;;;;;;;;
73030;10;10;3;1;4;1;0;3;2;34;21,31;3,54;49;;;;;;;;
73031;1;3;3;1;4;1;0;4;4;23;9,84;3,72;113;;;;;;;;
73033;10;10;3;1;3;1;0;3;2;35;3;11,67;45;;;;;;;;
73034;10;10;3;1;4;1;0;3;3;32;10,86;3,9;46;;;;;;;;
73035;6;19;3;4;1;1;0;3;1;30;13,47;3,78;106;;;;;;;;
73036;10;10;3;1;4;1;0;3;2;33;11,05;2,87;46;;;;;;;;
73038;9;9;3;1;7;2;1;8;6;60;12;5;59;;;;;;;;
73039;11;12;3;1;5;1;0;4;3;40;10;2,63;78;;;;;;;;
73040;9;4;3;1;5;1;0;4;3;45;32,14;3,53;152;;;;;;;;
73041;10;5;3;1;4;1;0;3;4;33;13,09;3,63;59;;;;;;;;
73043;12;4;3;1;5;1;0;6;4;41;12;3,5;78;;;;;;;;
73047;9;1;3;4;2;1;0;3;3;33;12,6;3,98;90;;;;;;;;
73048;4;1;3;1;3;1;0;3;4;40;14,45;3,44;91;;;;;;;;
73049;9;3;3;1;4;1;0;6;2;37;10,8;3,39;101;;;;;;;;
73050;10;15;3;1;5;1;0;3;5;35;15,99;3,42;87;;;;;;;;
73051;6;6;3;1;1;1;0;3;1;40;8;3,44;137;;;;;;;;
73052;4;5;3;1;5;2;0;4;3;30;8;3,85;71;;;;;;;;
73054;6;16;3;1;2;1;0;2;2;25;8;2,9;65;;;;;;;;
6654;5;7;2;1;2;1;1;2;4;40;14,03;3,31;142;;;;;;;;
73057;5;3;3;4;2;1;0;3;2;26;8;3,54;119;;;;;;;;
73058;9;4;3;1;5;1;0;4;5;34;25,96;2,28;150;;;;;;;;
73060;5;4;3;4;6;1;0;4;6;36;9;3,74;116;;;;;;;;
6670;7;20;2;1;6;2;1;9;6;58;15;3,42;237;;;;;;;;
73062;7;18;3;1;5;2;0;3;3;35;11,76;3,5;71;;;;;;;;
6848;8;3;2;1;4;1;0;4;2;52;20,53;3,39;125;;;;;;;;
73067;7;3;3;1;3;1;0;3;2;60;12;5;55;;;;;;;;
73068;4;7;3;1;5;2;0;8;4;114;18;65;113;;;;;;;;
73069;7;1;3;1;6;2;0;6;4;41;11;3,21;146;;;;;;;;
6852;5;4;2;1;5;2;0;5;3;45;11;3,55;140;;;;;;;;
73079;5;6;3;1;7;2;0;10;6;60;10;6;135;;;;;;;;
73080;9;11;3;1;5;1;0;4;3;37;36,62;2,93;100;;;;;;;;
73081;6;6;3;1;5;2;1;4;5;58;9,67;6;56;;;;;;;;
73083;8;2;3;1;2;1;0;3;4;37;6,17;6;59;;;;;;;;
6913;10;13;2;1;4;1;1;3;2;32;21,94;3,95;92;;;;;;;;
73086;5;8;3;4;5;1;0;5;3;38;23,39;3,88;86;;;;;;;;
73087;7;1;3;1;6;2;0;6;4;41;11;2,31;146;;;;;;;;
73088;9;3;3;1;2;1;0;2;3;36;12,32;2,78;72;;;;;;;;
73090;9;5;3;1;3;1;0;6;3;37;10,8;3,66;101;;;;;;;;
73093;6;10;3;4;2;1;0;2;2;25;5;6;80;;;;;;;;
73094;6;17;3;4;4;1;1;5;3;55;10;6;189;;;;;;;;
73096;10;5;3;1;4;1;0;3;4;32;24,05;3,34;60;;;;;;;;
73099;7;17;3;1;4;1;1;4;3;56;29,74;3,49;68;;;;;;;;
6945;8;10;2;1;5;2;1;3;3;30;6;2,69;126;;;;;;;;
73104;8;2;3;1;5;1;0;4;4;35;12,83;3,19;79;;;;;;;;
73105;6;4;3;1;5;2;0;4;5;32;6;3,37;75;;;;;;;;
73106;5;8;3;1;5;2;0;4;3;80;33,97;2,37;81;;;;;;;;
73109;6;12;3;1;4;1;0;2;2;17;10,75;3,25;88;;;;;;;;
73110;9;6;3;1;1;1;1;1;1;83;14;6;64;;;;;;;;
73111;9;6;3;4;6;1;0;4;4;34;8;3,39;64;;;;;;;;
6974;7;19;2;4;1;1;1;3;1;30;17,11;3,56;60;;;;;;;;
73113;5;6;1;1;6;1;1;4;6;86;12;7;162;;;;;;;;
73116;10;7;4;1;5;2;0;4;5;85;19;3,07;135;;;;;;;;
73117;3;2;3;1;5;2;1;6;5;68;17;3,53;111;;;;;;;;
73118;5;8;3;1;4;1;0;3;2;46;15,58;3,76;91;;;;;;;;
73121;4;9;4;1;1;1;0;1;1;42;10;3,99;73;;;;;;;;
73125;10;5;3;1;1;1;0;2;1;36;9;3,69;43;;;;;;;;
6981;28;3;2;1;2;1;0;2;2;100;16,67;6;36;;;;;;;;
73129;1;14;3;4;5;1;0;4;3;28;7;2,71;92;;;;;;;;
73139;10;5;3;1;5;1;0;3;5;33;16,21;3,63;77;;;;;;;;
73140;12;7;3;4;2;1;0;3;3;33;10;3,7;53;;;;;;;;
73141;9;6;3;1;5;1;0;4;4;32;3,2;10;112;;;;;;;;
73142;6;2;3;4;6;1;0;6;5;31;11;3,65;117;;;;;;;;
73145;6;11;3;1;5;2;0;3;3;42;7;6;95;;;;;;;;
7010;6;1;2;1;4;1;1;4;4;18;3;6;238;;;;;;;;
73149;6;9;3;1;5;2;0;3;5;62;43,95;2,91;75;;;;;;;;
73150;6;1;3;4;2;1;0;3;2;39;10;3,72;58;;;;;;;;
73151;7;19;3;1;5;1;0;3;4;30;22,5;2,8;81;;;;;;;;
73160;10;5;3;1;4;1;0;4;4;40;10;2,3;61;;;;;;;;
7074;10;7;2;1;5;1;0;4;4;30;8;3,63;98;;;;;;;;
7121;9;4;2;1;1;1;0;3;1;48;13,8;3,57;239;;;;;;;;
73171;12;5;3;1;4;1;1;4;3;51;10,2;5;96;;;;;;;;
73174;8;10;3;4;3;1;0;5;2;45;15,16;2,63;110;;;;;;;;
73175;5;4;3;1;5;1;0;2;4;39;14,82;3,84;146;;;;;;;;
7212;9;3;2;1;5;1;1;3;3;32;8;3,53;89;;;;;;;;
7410;7;19;2;1;6;1;0;10;6;65;16;3,93;115;;;;;;;;
7448;2;15;2;4;8;2;0;10;6;100;13;8;66;;;;;;;;
73186;9;5;3;1;5;1;1;5;3;57;26,48;3,07;89;;;;;;;;
73187;6;17;3;1;2;1;0;3;2;23;19,9;3,32;110;;;;;;;;
7516;10;7;2;1;1;1;0;3;1;27;6;3,03;77;;;;;;;;
73193;10;16;3;1;3;1;0;3;2;32;10;3,91;36;;;;;;;;
73195;1;3;3;1;4;1;0;4;2;35;5,83;6;77;;;;;;;;
73196;5;5;3;1;5;2;0;6;4;50;19,58;3,55;74;;;;;;;;
73198;10;16;3;1;4;1;0;4;3;37;9;2,61;36;;;;;;;;
7757;6;9;2;1;6;2;1;5;4;50;18,07;3,6;176;;;;;;;;
73206;5;7;3;1;5;1;1;5;3;52;21,06;2,86;120;;;;;;;;
7845;6;7;2;1;3;1;0;6;4;63;14;2,86;126;;;;;;;;
73213;7;19;3;1;5;2;0;3;4;28;6;2,73;76;;;;;;;;
73214;8;8;3;1;4;1;0;5;3;47;6,71;7;89;;;;;;;;
73215;9;5;3;1;4;1;0;4;2;45;10;3,53;97;;;;;;;;
7988;10;15;2;4;2;1;1;3;2;42;12;3,97;88;;;;;;;;
73218;5;1;3;1;5;1;0;4;4;45;15;3,39;97;;;;;;;;
73220;7;17;3;1;1;1;0;2;1;25;18,12;2,73;79;;;;;;;;
73223;1;1;1;1;3;1;1;4;4;220;24,44;9;218;;;;;;;;
73224;6;19;3;4;3;1;0;4;4;50;8,5;6;92;;;;;;;;
73230;4;7;3;1;1;1;0;3;1;38;10;2,8;85;;;;;;;;
73235;1;5;3;1;4;1;0;4;3;32;15,59;3,78;96;;;;;;;;
73239;10;5;3;1;4;1;0;4;3;36;15,07;3,52;63;;;;;;;;
73241;5;1;3;4;2;1;1;3;3;57;30;40;64;;;;;;;;
73243;6;2;3;1;4;1;0;2;4;18;3;6;77;;;;;;;;
73245;6;7;3;1;6;1;0;10;4;70;13;4;121;;;;;;;;
8269;5;1;2;1;5;2;1;5;5;77;6,31;12,2;81;;;;;;;;
73249;5;4;3;1;5;2;0;3;3;33;10;3,68;109;;;;;;;;
73252;6;10;3;1;5;2;0;3;4;34;8;3,7;111;;;;;;;;
8275;6;10;2;1;8;1;0;5;7;50;26,11;3,69;280;;;;;;;;
73261;6;20;3;1;3;1;0;3;4;28;7;3,67;60;;;;;;;;
73263;5;8;3;1;4;1;0;4;2;50;14;3,58;106;;;;;;;;
8325;6;6;2;1;3;1;1;6;2;51;37,78;3,15;112;;;;;;;;
73270;11;6;3;1;5;1;0;4;4;30;8;2,96;83;;;;;;;;
73273;6;19;3;1;9;1;0;10;8;88;10;9;97;;;;;;;;
73275;1;1;3;1;2;1;0;3;4;40;14,44;3,65;90;;;;;;;;
8333;6;6;2;4;6;1;1;5;5;68;10;6,8;204;;;;;;;;
8381;5;7;2;4;5;2;0;6;5;69;10;6,9;210;;;;;;;;
73288;9;5;3;1;5;2;0;3;5;38;31,2;3,55;89;;;;;;;;
73294;1;5;3;4;5;1;0;3;5;33;15,34;3,57;93;;;;;;;;
73296;4;11;4;1;2;1;1;3;2;70;17;3,59;60;;;;;;;;
8462;6;5;2;1;3;1;0;4;4;35;7;3,77;112;;;;;;;;
73308;6;4;3;1;5;2;0;3;3;30;8;3,9;95;;;;;;;;
73309;8;2;3;1;5;1;0;5;4;41;14,92;3,86;85;;;;;;;;
73314;1;3;3;1;5;2;0;6;4;48;10;3,95;98;;;;;;;;
73315;12;2;1;1;4;1;1;4;4;283;19;15;112;;;;;;;;
73316;9;6;3;1;5;1;0;6;5;45;10;3,69;88;;;;;;;;
73318;28;10;3;1;3;1;0;4;2;43;11;2,54;53;;;;;;;;
73322;5;5;3;1;3;1;0;3;2;46;12;3,92;56;;;;;;;;
73325;3;5;3;1;5;1;1;6;3;46;12;3,39;86;;;;;;;;
8468;6;17;2;1;4;1;0;4;2;45;9;3,82;80;;;;;;;;
73328;5;4;3;1;5;1;0;4;5;34;25,4;3,86;87;;;;;;;;
73332;6;17;3;4;3;1;0;3;3;29;4,83;6;72;;;;;;;;
73334;9;5;3;1;5;1;0;6;5;59;13;2,57;89;;;;;;;;
73336;4;1;3;1;5;2;0;4;3;34;17,28;3,97;86;;;;;;;;
73339;1;1;3;1;5;1;1;5;3;84;14;6;117;;;;;;;;
73340;19;9;3;1;3;1;0;3;3;30;8;3,71;43;;;;;;;;
73341;10;15;3;1;6;1;0;4;5;30;9;3,49;89;;;;;;;;
73347;5;2;3;1;5;1;1;5;4;55;11;5;154;;;;;;;;
8644;8;2;2;1;5;2;1;5;5;66;13,5;5;123;;;;;;;;
73351;1;10;3;4;1;1;1;3;1;62;9,2;6,8;132;;;;;;;;
9093;5;3;2;1;4;1;0;4;2;58;29,39;3,59;125;;;;;;;;
73356;8;7;3;1;1;1;1;1;1;46;12;3,37;46;;;;;;;;
9442;10;17;2;1;3;1;0;2;2;33;9;3,56;93;;;;;;;;
73360;9;5;3;1;5;2;0;3;3;35;7;3,43;95;;;;;;;;
9496;8;4;2;1;4;1;1;4;4;32;11;3,36;71;;;;;;;;
73362;6;14;3;4;2;1;0;3;4;24;23,5;3,98;112;;;;;;;;
9647;8;6;2;4;3;1;1;4;3;32;10;3,6;78;;;;;;;;
9697;10;9;2;1;5;2;1;4;3;55;21,91;2,33;100;;;;;;;;
73374;4;1;3;1;5;2;1;3;4;51;20,93;3,33;117;;;;;;;;
73377;8;11;3;1;5;1;0;6;5;45;25,14;3,87;71;;;;;;;;
73378;1;5;3;1;6;1;0;3;4;32;32;32;153;;;;;;;;
9744;10;4;2;1;4;1;1;4;4;45;12;3,33;74;;;;;;;;
9776;10;12;2;1;4;1;1;4;4;50;12;42;116;;;;;;;;
73387;6;13;3;1;5;2;1;6;5;55;13;3,97;102;;;;;;;;
73388;9;5;3;1;6;2;0;4;4;40;10;3,83;123;;;;;;;;
73389;10;6;4;1;4;1;1;3;3;83;16,6;5;84;;;;;;;;
73390;10;14;3;1;4;1;0;4;2;37;20,57;2,93;91;;;;;;;;
73391;5;8;3;1;4;1;1;3;4;46;19,42;3,25;91;;;;;;;;
73392;6;10;3;1;5;2;1;6;5;55;37,81;3,54;123;;;;;;;;
73396;6;8;3;1;5;1;0;2;5;30;6;3,66;120;;;;;;;;
73397;8;6;3;1;4;1;0;4;2;58;11,6;5;57;;;;;;;;
73399;4;1;3;1;5;2;1;4;5;47;12;3,76;103;;;;;;;;
73401;6;20;3;1;3;1;0;3;3;28;7;2,4;62;;;;;;;;
9791;12;7;2;1;5;1;1;3;5;31;8,85;3,83;106;;;;;;;;
9887;4;11;2;1;1;1;0;4;1;40;11;3,75;63;;;;;;;;
10285;18;1;2;1;1;1;0;2;1;49;10;5;65;;;;;;;;
73410;9;10;3;1;4;1;0;5;2;85;32,88;2,92;87;;;;;;;;
73413;7;8;3;1;4;1;0;2;4;30;6;3,27;73;;;;;;;;
73418;9;4;3;1;5;2;0;5;4;60;8;7;125;;;;;;;;
73422;8;2;3;1;5;1;0;3;3;30;10;3,62;91;;;;;;;;
73425;5;1;3;1;5;1;0;5;3;52;13;2,45;120;;;;;;;;
73428;9;6;3;1;5;2;0;5;4;37;14,84;3,11;100;;;;;;;;
73429;1;4;3;1;4;1;0;3;2;30;25,2;3,24;110;;;;;;;;
73432;4;13;4;1;5;2;0;6;4;75;15;5;106;;;;;;;;
73434;10;14;3;1;3;1;0;3;2;36;15,3;3,77;83;;;;;;;;
10338;6;8;2;1;7;2;1;7;6;75;6;12,5;397;;;;;;;;
73437;8;6;3;1;4;1;0;4;3;60;12;5;55;;;;;;;;
10545;8;8;2;4;3;1;1;6;3;68;10;3,36;100;;;;;;;;
73439;10;16;3;4;5;1;0;4;5;35;10;3,61;48;;;;;;;;
10583;10;15;2;1;5;1;0;4;5;42;10,5;3,92;150;;;;;;;;
73449;10;15;3;4;4;1;0;4;3;25;8;3,83;107;;;;;;;;
10596;9;1;2;1;8;1;1;9;7;200;28,57;7;197;;;;;;;;
73452;9;2;3;4;1;1;0;2;1;40;8;3,64;36;;;;;;;;
10616;10;12;2;1;5;2;1;5;5;50;16,88;3,62;145;;;;;;;;
10672;8;6;2;4;5;2;0;4;3;32;24,78;3,88;49;;;;;;;;
73471;17;1;4;1;3;1;0;4;3;80;16;5;47;;;;;;;;
73472;1;10;3;1;4;1;1;3;4;62;12;5;132;;;;;;;;
73477;9;11;3;1;5;2;0;4;4;40;10;3,86;92;;;;;;;;
73478;10;13;3;1;3;1;0;3;3;35;10;3,84;52;;;;;;;;
73479;5;4;3;1;4;1;0;3;2;31;10;3,75;87;;;;;;;;
73481;1;6;3;1;5;2;0;4;3;25;10,94;3,6;162;;;;;;;;
10705;9;8;2;1;2;1;0;3;2;35;9;3,51;70;;;;;;;;
73495;10;15;3;1;1;1;0;3;1;35;9;3,17;75;;;;;;;;
73498;12;4;3;4;6;1;1;6;6;47;11,46;3,92;76;;;;;;;;
73500;6;2;3;1;4;1;0;4;3;81;13,5;6;129;;;;;;;;
73501;10;15;3;1;5;1;1;10;5;49;32,28;2,36;91;;;;;;;;
73502;3;4;1;1;5;2;1;8;5;250;20;12,5;396;;;;;;;;
73505;4;1;3;1;2;1;0;3;2;34;5,27;6,5;70;;;;;;;;
73506;9;5;3;1;6;2;0;4;6;40;10;3;125;;;;;;;;
73508;5;7;3;1;3;1;0;5;2;52;14;3,54;119;;;;;;;;
73509;8;1;3;1;1;1;0;1;1;148;14,8;10;60;;;;;;;;
73511;9;3;3;1;4;1;0;4;3;40;15,19;3,22;72;;;;;;;;
73519;10;13;3;4;2;1;0;3;2;63;37,91;3,83;61;;;;;;;;
73521;5;7;3;1;7;2;0;7;6;50;47,9;3,43;244;;;;;;;;
73523;12;5;3;4;6;1;0;4;4;42;6,46;6,5;89;;;;;;;;
73526;7;17;3;1;1;1;0;2;1;195;19;9;61;;;;;;;;
73532;10;2;4;4;6;2;0;4;6;50;13;3,84;100;;;;;;;;
73533;6;8;3;1;5;2;0;2;3;30;13,58;3,06;120;;;;;;;;
73536;9;10;3;1;5;1;0;5;4;42;18,83;3,66;85;;;;;;;;
10813;10;5;2;4;3;1;1;4;2;39;12;2,92;123;;;;;;;;
73544;8;7;3;1;5;1;0;3;5;39;13;3,32;71;;;;;;;;
73550;5;8;3;4;1;1;0;3;1;26;21,6;3,91;121;;;;;;;;
10855;5;5;2;4;3;1;1;5;4;53;10,6;3,65;137;;;;;;;;
73554;6;18;3;1;5;2;0;3;5;23;4,51;5,1;155;;;;;;;;
73562;19;12;3;1;4;1;0;3;4;30;8;3,47;54;;;;;;;;
73563;12;2;3;1;4;1;0;3;2;31;8;3,55;78;;;;;;;;
73564;4;4;3;1;5;1;0;4;3;40;29,25;2,58;100;;;;;;;;
73567;12;4;3;1;5;1;0;4;4;35;8,75;3,58;85;;;;;;;;
73570;8;9;3;1;4;1;0;3;3;30;10;3,49;81;;;;;;;;
73572;10;5;3;1;4;1;0;4;3;35;19,33;3,15;74;;;;;;;;
10957;10;5;2;1;5;1;1;6;4;74;10;7;128;;;;;;;;
11035;8;4;2;1;3;1;0;5;2;40;10;3,94;90;;;;;;;;
73586;5;7;3;1;4;1;0;4;2;42;30,76;3,59;95;;;;;;;;
11111;5;4;2;1;5;2;0;10;5;60;10;6;228;;;;;;;;
73610;9;6;3;1;6;2;0;6;6;40;10;3,37;103;;;;;;;;
73614;11;8;3;1;5;1;1;5;5;50;10;5;90;;;;;;;;
73615;10;7;3;1;6;1;0;9;4;40;12;3,71;90;;;;;;;;
11806;5;3;2;1;5;1;0;6;4;48;9,2;3,72;170;;;;;;;;
73629;28;8;3;1;4;1;0;4;2;40;10;3,54;55;;;;;;;;
11970;4;13;2;4;5;1;1;5;4;94,6;19;5;106;;;;;;;;
11999;8;2;2;1;5;2;0;6;5;45;9;3,64;88;;;;;;;;
73634;4;13;4;4;4;1;0;4;4;94;18,8;5;143;;;;;;;;
73636;8;5;4;1;7;1;1;7;7;55;9;6;145;;;;;;;;
73637;10;1;3;1;2;1;1;2;4;47;12;3,88;19;;;;;;;;
73639;6;7;3;1;5;2;1;8;4;60;14;3,16;110;;;;;;;;
73643;1;1;3;1;5;1;0;4;3;37;11,2;2,38;81;;;;;;;;
73646;1;13;3;1;4;1;0;3;2;27;8;2,92;83;;;;;;;;
73648;10;6;3;1;4;1;0;4;3;39;30,19;3,08;67;;;;;;;;
73660;11;12;3;1;4;1;0;4;2;40;9;3,57;65;;;;;;;;
12013;9;6;2;4;7;2;0;8;5;65;50,5;3,52;238;;;;;;;;
73669;9;5;3;4;3;1;0;4;4;38;9;3,5;96;;;;;;;;
73673;5;4;1;1;4;1;2;5;4;80;10;8;95;;;;;;;;
73675;8;2;3;4;1;1;0;3;1;35;9;3,23;108;;;;;;;;
73681;6;14;3;1;5;2;0;3;4;30;4,29;7;90;;;;;;;;
73682;4;2;3;1;4;1;0;3;3;35;9;3,35;48;;;;;;;;
73685;10;5;3;4;5;1;0;4;5;38;11;35;63;;;;;;;;
73691;7;5;3;1;4;1;0;3;3;30;20,33;2,34;90;;;;;;;;
73703;5;4;3;1;5;2;0;3;5;30;10;3,35;95;;;;;;;;
12270;4;11;2;1;5;2;1;3;3;33;9;2,34;92;;;;;;;;
73709;10;2;3;1;4;1;0;2;3;30;10,58;3,97;59;;;;;;;;
73710;11;12;3;1;4;1;0;3;4;32;8;3,62;70;;;;;;;;
12272;8;1;2;1;5;1;1;6;5;44;13;2,85;97;;;;;;;;
73713;6;10;3;1;5;1;0;3;5;30;26,16;3,11;120;;;;;;;;
73718;4;7;3;1;3;1;0;3;3;60;10;6;58;;;;;;;;
73719;5;3;3;1;6;2;0;3;5;38;6,33;6;100;;;;;;;;
73721;4;10;3;1;5;2;0;3;5;30;6;3,53;62;;;;;;;;
73722;6;17;3;1;3;1;0;4;2;40;18,55;3,28;165;;;;;;;;
73724;4;6;3;1;5;2;0;5;3;44;12;3,69;66;;;;;;;;
12336;6;5;2;1;4;1;0;4;4;45;23,49;3,84;126;;;;;;;;
73731;9;3;3;1;5;2;1;4;4;54;9;6;109;;;;;;;;
73740;9;3;3;3;5;2;1;6;4;53;24,91;3,99;45;;;;;;;;
73742;4;6;3;1;5;2;0;5;4;43;13;3,48;74;;;;;;;;
12355;9;8;2;4;6;1;0;8;4;58;14;2,52;344;;;;;;;;
73745;12;4;3;4;1;1;0;3;1;32;9,14;3,48;100;;;;;;;;
73746;5;7;3;1;7;1;1;10;5;112;22,4;5;116;;;;;;;;
73749;4;6;4;1;1;1;0;3;1;68;13,6;5;76;;;;;;;;
73751;7;6;3;1;4;1;0;3;2;26;6;3,56;75;;;;;;;;
73752;12;7;3;1;5;1;0;3;4;32;10,67;3,15;73;;;;;;;;
73755;6;12;3;1;4;1;0;4;4;35;10;3,75;214;;;;;;;;
73756;8;8;3;4;6;1;0;6;5;45;11;2,75;74;;;;;;;;
73758;12;1;3;4;5;2;0;6;4;43;12;3,1;111;;;;;;;;
73763;8;8;3;4;1;1;0;3;1;45;12;2,33;64;;;;;;;;
73764;5;8;3;1;2;1;0;2;3;32;10;3,77;89;;;;;;;;
12422;6;21;2;1;4;1;0;2;4;35;24,04;3,18;130;;;;;;;;
73766;6;15;3;1;5;1;1;3;3;62;15;3,73;75;;;;;;;;
73768;10;13;3;1;1;1;0;3;1;34;10,5;3,48;76;;;;;;;;
73769;9;5;3;1;6;1;0;4;4;43;12,3;3,75;116;;;;;;;;
73773;9;3;3;1;2;1;0;2;3;48;7;7;76;;;;;;;;
73774;4;4;3;1;5;1;0;5;3;51;17,02;3,94;117;;;;;;;;
73777;7;6;3;1;4;1;0;3;4;32;11,09;2,63;75;;;;;;;;
12663;6;15;2;1;3;1;1;3;3;85;15;5,4;69;;;;;;;;
12949;10;7;2;4;1;1;1;3;1;50;11;3,09;132;;;;;;;;
12974;7;3;2;1;6;2;1;4;4;30;29,97;2,97;66;;;;;;;;
73787;5;5;3;1;3;1;0;4;4;32;8;3,94;84;;;;;;;;
13051;1;5;2;4;5;2;1;10;4;170;17;10;205;;;;;;;;
73795;9;4;3;1;5;2;0;4;5;40;10;3,97;98;;;;;;;;
13053;10;14;2;1;2;1;0;2;2;27;6;3,22;83;;;;;;;;
13238;9;5;2;1;5;2;1;4;4;58;8;7;17;;;;;;;;
73798;5;3;3;1;6;2;0;4;4;38;6,91;5,5;97;;;;;;;;
73799;6;6;3;1;2;1;0;3;4;40;14,4;3,78;137;;;;;;;;
13240;10;13;2;1;5;2;0;6;4;70;11,67;6;128;;;;;;;;
73806;6;8;3;1;5;1;0;3;4;31;17,96;3,69;116;;;;;;;;
13295;7;2;2;4;5;2;1;4;5;40;10;2,73;277;;;;;;;;
73811;9;3;3;1;5;2;0;5;5;60;15;2,3;113;;;;;;;;
73815;3;1;3;1;4;1;0;4;4;55;12;3,99;67;;;;;;;;
73817;8;10;3;1;2;1;0;2;2;40;23,67;3,51;45;;;;;;;;
73819;7;6;3;1;5;2;0;6;4;45;12;3,44;87;;;;;;;;
73821;3;3;1;1;5;1;2;6;4;200;16,67;12;110;;;;;;;;
73822;8;2;3;1;5;2;0;5;3;30;5;6;81;;;;;;;;
73824;5;3;3;1;5;2;0;5;5;38;10;2,49;88;;;;;;;;
73825;5;6;3;1;5;2;0;4;5;30;8;3,81;86;;;;;;;;
13325;10;9;2;1;7;1;1;6;5;60;12;5;183;;;;;;;;
73829;8;10;3;1;4;1;0;4;2;35;13,22;3,99;68;;;;;;;;
73830;9;4;3;1;5;2;0;4;3;55;11;5;90;;;;;;;;
73833;6;17;3;4;2;1;0;2;2;20;6;3,45;102;;;;;;;;
